SampleID,rBC,fBC,SeqBatch,StudyID,DNAplate,DNAwell,SampleType,Site,Date,WOY,HostSpecies
oro162764,SB704,SA501,7.2,oro16,40,A04,sample,CNB,9/6/16,37,NA
oro162765,SB705,SA501,7.2,oro16,40,A05,sample,CNB,9/6/16,37,NA
oro162766,SB706,SA501,7.2,oro16,40,A06,sample,CNB,9/6/16,37,NA
oro162767,SB707,SA501,7.2,oro16,40,A07,sample,CNB,9/6/16,37,NA
oro162768,SB708,SA501,7.2,oro16,40,A08,sample,CNB,9/6/16,37,NA
oro162769,SB709,SA501,7.2,oro16,40,A09,sample,CNB,9/6/16,37,NA
oro162770,SB710,SA501,7.2,oro16,40,A10,sample,CNB,unknown,NA,NA
oro162771,SB711,SA501,7.2,oro16,40,A11,sample,CNB,unknown,NA,NA
oro162773,SB701,SA502,7.2,oro16,40,B01,sample,CNB,unknown,NA,NA
oro162774,SB703,SA502,7.2,oro16,40,B03,sample,CNB,unknown,NA,NA
oro162775,SB704,SA502,7.2,oro16,40,B04,sample,CNB,unknown,NA,NA
oro162776,SB705,SA502,7.2,oro16,40,B05,sample,CNB,unknown,NA,NA
oro162777,SB706,SA502,7.2,oro16,40,B06,sample,CNB,unknown,NA,NA
oro162778,SB707,SA502,7.2,oro16,40,B07,sample,CNB,unknown,NA,NA
oro162779,SB708,SA502,7.2,oro16,40,B08,sample,CNB,unknown,NA,NA
oro162780,SB709,SA502,7.2,oro16,40,B09,sample,CNB,unknown,NA,NA
oro162781,SB710,SA502,7.2,oro16,40,B10,sample,CNB,unknown,NA,NA
oro162782,SB711,SA502,7.2,oro16,40,B11,sample,CNB,unknown,NA,NA
oro162784,SB701,SA503,7.2,oro16,40,C01,sample,CNB,7/20/16,30,NA
oro162785,SB702,SA503,7.2,oro16,40,C02,sample,CNB,7/20/16,30,NA
oro162786,SB704,SA503,7.2,oro16,40,C04,sample,CNB,7/20/16,30,NA
oro162787,SB705,SA503,7.2,oro16,40,C05,sample,CNB,7/20/16,30,NA
oro162788,SB706,SA503,7.2,oro16,40,C06,sample,CNB,7/20/16,30,NA
oro162789,SB707,SA503,7.2,oro16,40,C07,sample,CNB,7/20/16,30,NA
oro162790,SB708,SA503,7.2,oro16,40,C08,sample,CNB,7/20/16,30,NA
oro162791,SB709,SA503,7.2,oro16,40,C09,sample,CNB,7/20/16,30,NA
oro162792,SB710,SA503,7.2,oro16,40,C10,sample,CNB,7/20/16,30,NA
oro162793,SB711,SA503,7.2,oro16,40,C11,sample,CNB,7/20/16,30,NA
oro162795,SB701,SA504,7.2,oro16,40,D01,sample,CNB,7/20/16,30,NA
oro162796,SB702,SA504,7.2,oro16,40,D02,sample,CNB,7/27/16,31,NA
oro162797,SB703,SA504,7.2,oro16,40,D03,sample,CNB,7/27/16,31,NA
oro162798,SB705,SA504,7.2,oro16,40,D05,sample,CNB,7/27/16,31,NA
oro162799,SB706,SA504,7.2,oro16,40,D06,sample,CNB,7/27/16,31,NA
oro162800,SB707,SA504,7.2,oro16,40,D07,sample,CNB,7/27/16,31,NA
oro162801,SB708,SA504,7.2,oro16,40,D08,sample,CNB,7/27/16,31,NA
oro162802,SB709,SA504,7.2,oro16,40,D09,sample,CNB,7/27/16,31,NA
oro162803,SB710,SA504,7.2,oro16,40,D10,sample,CNB,7/27/16,31,NA
oro162804,SB711,SA504,7.2,oro16,40,D11,sample,CNB,7/27/16,31,NA
oro162806,SB701,SA505,7.2,oro16,40,E01,sample,CNB,7/27/16,31,NA
oro162807,SB702,SA505,7.2,oro16,40,E02,sample,CNB,7/27/16,31,NA
oro162808,SB703,SA505,7.2,oro16,40,E03,sample,CNB,8/7/16,32,NA
oro162809,SB704,SA505,7.2,oro16,40,E04,sample,CNB,8/7/16,32,NA
oro162810,SB706,SA505,7.2,oro16,40,E06,sample,CNB,8/7/16,32,NA
oro162811,SB707,SA505,7.2,oro16,40,E07,sample,CNB,8/7/16,32,NA
oro162812,SB708,SA505,7.2,oro16,40,E08,sample,CNB,8/7/16,32,NA
oro162813,SB709,SA505,7.2,oro16,40,E09,sample,CNB,8/7/16,32,NA
oro162814,SB710,SA505,7.2,oro16,40,E10,sample,CNB,8/7/16,32,NA
oro162815,SB711,SA505,7.2,oro16,40,E11,sample,CNB,8/7/16,32,NA
oro162817,SB701,SA506,7.2,oro16,40,F01,sample,CNB,8/7/16,32,NA
oro162818,SB702,SA506,7.2,oro16,40,F02,sample,CNB,8/7/16,32,NA
oro162819,SB703,SA506,7.2,oro16,40,F03,sample,CNB,8/7/16,32,NA
oro162820,SB704,SA506,7.2,oro16,40,F04,sample,CNB,8/15/16,34,NA
oro162821,SB705,SA506,7.2,oro16,40,F05,sample,CNB,8/15/16,34,NA
oro162822,SB707,SA506,7.2,oro16,40,F07,sample,CNB,8/15/16,34,NA
oro162823,SB708,SA506,7.2,oro16,40,F08,sample,CNB,8/15/16,34,NA
oro162824,SB709,SA506,7.2,oro16,40,F09,sample,CNB,8/15/16,34,NA
oro162825,SB710,SA506,7.2,oro16,40,F10,sample,CNB,8/15/16,34,NA
oro162826,SB711,SA506,7.2,oro16,40,F11,sample,CNB,8/15/16,34,NA
oro162827,SB712,SA506,7.2,oro16,40,F12,sample,CNB,8/15/16,34,NA
oro162828,SB701,SA507,7.2,oro16,40,G01,sample,CNB,8/15/16,34,NA
oro162829,SB702,SA507,7.2,oro16,40,G02,sample,CNB,8/15/16,34,NA
oro162830,SB703,SA507,7.2,oro16,40,G03,sample,CNB,8/15/16,34,NA
oro162831,SB704,SA507,7.2,oro16,40,G04,sample,CNB,8/15/16,34,NA
oro162832,SB705,SA507,7.2,oro16,40,G05,sample,CNB,unknown,NA,NA
oro162833,SB706,SA507,7.2,oro16,40,G06,sample,CNB,unknown,NA,NA
oro162834,SB711,SC503,7.1,oro16,35,C11,sample,FAR,6/25/16,26,NA
oro162838,SB707,SC503,7.1,oro16,35,C07,sample,FAR,6/25/16,26,NA
oro162839,SB706,SC503,7.1,oro16,35,C06,sample,FAR,6/25/16,26,NA
oro162840,SB701,SC504,7.1,oro16,35,D01,sample,FAR,6/25/16,26,NA
oro162841,SB712,SC503,7.1,oro16,35,C12,sample,FAR,6/25/16,26,NA
oro162842,SB702,SC504,7.1,oro16,35,D02,sample,FAR,6/25/16,26,NA
oro162843,SB702,SC503,7.1,oro16,35,C02,sample,FAR,6/25/16,26,NA
oro162846,SB703,SC503,7.1,oro16,35,C03,sample,FAR,7/3/16,27,NA
oro162847,SB705,SC504,7.1,oro16,35,D05,sample,FAR,7/3/16,27,NA
oro162848,SB706,SC504,7.1,oro16,35,D06,sample,FAR,7/3/16,27,NA
oro162849,SB707,SC504,7.1,oro16,35,D07,sample,FAR,7/3/16,27,NA
oro162850,SB708,SC504,7.1,oro16,35,D08,sample,FAR,7/3/16,27,NA
oro162852,SB712,SC504,7.1,oro16,35,D12,sample,FAR,7/3/16,27,NA
oro162853,SB701,SC505,7.1,oro16,35,E01,sample,FAR,7/3/16,27,NA
oro162855,SB703,SC505,7.1,oro16,35,E03,sample,FAR,7/3/16,27,NA
oro162856,SB710,SC504,7.1,oro16,35,D10,sample,FAR,7/3/16,27,NA
oro162857,SB711,SC504,7.1,oro16,35,D11,sample,FAR,7/3/16,27,NA
oro162859,SB706,SC505,7.1,oro16,35,E06,sample,FAR,7/10/16,28,NA
oro162860,SB708,SC505,7.1,oro16,35,E08,sample,FAR,7/10/16,28,NA
oro162862,SB710,SC505,7.1,oro16,35,E10,sample,FAR,7/10/16,28,NA
oro162863,SB711,SC505,7.1,oro16,35,E11,sample,FAR,7/10/16,28,NA
oro162865,SB701,SC506,7.1,oro16,35,F01,sample,FAR,7/10/16,28,NA
oro162866,SB702,SC506,7.1,oro16,35,F02,sample,FAR,7/10/16,28,NA
oro162867,SB703,SC506,7.1,oro16,35,F03,sample,FAR,7/10/16,28,NA
oro162868,SB704,SC506,7.1,oro16,35,F04,sample,FAR,7/10/16,28,NA
oro162871,SB709,SC506,7.1,oro16,35,F09,sample,FAR,7/20/16,30,NA
oro162872,SB710,SC506,7.1,oro16,35,F10,sample,FAR,7/20/16,30,NA
oro162873,SB711,SC506,7.1,oro16,35,F11,sample,FAR,7/20/16,30,NA
oro162874,SB712,SC506,7.1,oro16,35,F12,sample,FAR,7/20/16,30,NA
oro162875,SB701,SC507,7.1,oro16,35,G01,sample,FAR,7/20/16,30,NA
oro162876,SB705,SC506,7.1,oro16,35,F05,sample,FAR,7/20/16,30,NA
oro162877,SB703,SC507,7.1,oro16,35,G03,sample,FAR,7/20/16,30,NA
oro162878,SB704,SC507,7.1,oro16,35,G04,sample,FAR,7/20/16,30,NA
oro162881,SB702,SC507,7.1,oro16,35,G02,sample,FAR,7/20/16,30,NA
oro162939,SB711,SC507,7.1,oro16,35,G11,sample,FAR,8/6/16,32,NA
oro162944,SB712,SC507,7.1,oro16,35,G12,sample,FAR,8/6/16,32,NA
oro162951,SB701,SC508,7.1,oro16,35,H01,sample,FAR,8/6/16,32,NA
oro162955,SB709,SC508,7.1,oro16,35,H09,sample,FAR,8/27/16,35,NA
oro162956,SB702,SC508,7.1,oro16,35,H02,sample,FAR,8/6/16,32,NA
oro162962,SB707,SC508,7.1,oro16,35,H07,sample,FAR,8/27/16,35,NA
oro162963,SB704,SC508,7.1,oro16,35,H04,sample,FAR,8/6/16,32,NA
oro162967,SB712,SC508,7.1,oro16,35,H12,sample,FAR,8/27/16,35,NA
oro162968,SB706,SC508,7.1,oro16,35,H06,sample,FAR,8/6/16,32,NA
oro162969,SB710,SC507,7.1,oro16,35,G10,sample,FAR,8/6/16,32,NA
oro162974,SB710,SC508,7.1,oro16,35,H10,sample,FAR,8/27/16,35,NA
oro162975,SB711,SC508,7.1,oro16,35,H11,sample,FAR,8/27/16,35,NA
oro162980,SB703,SC508,7.1,oro16,35,H03,sample,FAR,8/6/16,32,NA
oro162981,SB706,SC507,7.1,oro16,35,G06,sample,FAR,8/6/16,32,NA
oro163035,SA712,SB508,5.2,oro16,24,H12,sample,MTV,8/19/16,34,NA
oro163036,SA709,SA501,1.2,oro16,25,A09,sample,MTV,8/26/16,35,NA
oro163037,SA710,SA501,1.2,oro16,25,A10,sample,MTV,8/26/16,35,NA
oro163038,SA711,SA501,1.2,oro16,25,A11,sample,MTV,8/26/16,35,NA
oro163039,SA712,SA501,1.2,oro16,25,A12,sample,MTV,8/26/16,35,NA
oro163040,SA710,SB507,5.2,oro16,24,G10,sample,MTV,8/4/16,32,NA
oro163041,SA705,SB508,5.2,oro16,24,H05,sample,MTV,8/4/16,32,NA
oro163042,SA706,SA501,1.2,oro16,25,A06,sample,MTV,8/19/16,34,NA
oro163043,SA701,SA502,1.2,oro16,25,B01,sample,MTV,8/26/16,35,NA
oro163044,SA703,SA502,1.2,oro16,25,B03,sample,MTV,8/26/16,35,NA
oro163045,SA704,SA502,1.2,oro16,25,B04,sample,MTV,8/26/16,35,NA
oro163048,SA705,SA502,1.2,oro16,25,B05,sample,MTV,8/26/16,35,NA
oro163049,SA706,SA502,1.2,oro16,25,B06,sample,MTV,8/26/16,35,NA
oro163050,SA707,SA502,1.2,oro16,25,B07,sample,MTV,8/26/16,35,NA
oro163051,SA708,SA502,1.2,oro16,25,B08,sample,MTV,8/26/16,35,NA
oro163052,SA709,SB507,5.2,oro16,24,G09,sample,MTV,8/4/16,32,NA
oro163053,SA703,SB508,5.2,oro16,24,H03,sample,MTV,8/4/16,32,NA
oro163054,SA705,SA501,1.2,oro16,25,A05,sample,MTV,8/19/16,34,NA
oro163055,SA709,SA502,1.2,oro16,25,B09,sample,MTV,8/26/16,35,NA
oro163056,SA710,SA502,1.2,oro16,25,B10,sample,MTV,9/1/16,36,NA
oro163057,SA711,SA502,1.2,oro16,25,B11,sample,MTV,9/1/16,36,NA
oro163058,SA702,SB508,5.2,oro16,24,H02,sample,MTV,8/4/16,32,NA
oro163060,SA712,SA502,1.2,oro16,25,B12,sample,MTV,9/1/16,36,NA
oro163061,SA702,SA503,1.2,oro16,25,C02,sample,MTV,9/1/16,36,NA
oro163062,SA701,SA503,1.2,oro16,25,C01,sample,MTV,9/1/16,36,NA
oro163063,SA704,SA503,1.2,oro16,25,C04,sample,MTV,9/1/16,36,NA
oro163064,SA708,SB507,5.2,oro16,24,G08,sample,MTV,8/4/16,32,NA
oro163065,SA701,SB508,5.2,oro16,24,H01,sample,MTV,8/4/16,32,NA
oro163066,SA704,SA501,1.2,oro16,25,A04,sample,MTV,8/19/16,34,NA
oro163067,SA705,SA503,1.2,oro16,25,C05,sample,MTV,9/1/16,36,NA
oro163068,SA706,SA503,1.2,oro16,25,C06,sample,MTV,9/1/16,36,NA
oro163069,SA707,SA503,1.2,oro16,25,C07,sample,MTV,9/1/16,36,NA
oro163071,SA709,SB508,5.2,oro16,24,H09,sample,MTV,8/19/16,34,NA
oro163072,SA708,SA501,1.2,oro16,25,A08,sample,MTV,8/19/16,34,NA
oro163073,SA708,SA503,1.2,oro16,25,C08,sample,MTV,9/1/16,36,NA
oro163074,SA709,SA503,1.2,oro16,25,C09,sample,MTV,9/1/16,36,NA
oro163075,SA710,SA503,1.2,oro16,25,C10,sample,MTV,9/1/16,36,NA
oro163078,SA703,SA501,1.2,oro16,25,A03,sample,MTV,8/19/16,34,NA
oro163079,SA707,SA501,1.2,oro16,25,A07,sample,MTV,8/19/16,34,NA
oro163083,SA702,SA501,1.2,oro16,25,A02,sample,MTV,8/19/16,34,NA
oro163084,SB702,SB501,4.1,oro16,09,A02,sample,MTV,06/09/16,24,NA
oro163085,SB703,SB501,4.1,oro16,09,A03,sample,MTV,06/09/16,24,NA
oro163086,SB704,SB501,4.1,oro16,09,A04,sample,MTV,06/09/16,24,NA
oro163087,SB705,SB501,4.1,oro16,09,A05,sample,MTV,06/09/16,24,NA
oro163088,SB706,SB501,4.1,oro16,09,A06,sample,MTV,06/09/16,24,NA
oro163089,SB707,SB501,4.1,oro16,09,A07,sample,MTV,06/09/16,24,NA
oro163090,SB708,SB501,4.1,oro16,09,A08,sample,MTV,06/09/16,24,NA
oro163091,SB709,SB501,4.1,oro16,09,A09,sample,MTV,06/09/16,24,NA
oro163092,SB710,SB501,4.1,oro16,09,A10,sample,MTV,06/09/16,24,NA
oro163093,SB711,SB501,4.1,oro16,09,A11,sample,MTV,06/09/16,24,NA
oro163094,SB712,SB501,4.1,oro16,09,A12,sample,MTV,06/09/16,24,NA
oro163095,SB701,SB502,4.1,oro16,09,B01,sample,MTV,06/09/16,24,NA
oro163097,SB704,SB502,4.1,oro16,09,B04,sample,MTV,06/16/16,25,NA
oro163098,SB705,SB502,4.1,oro16,09,B05,sample,MTV,06/16/16,25,NA
oro163099,SB706,SB502,4.1,oro16,09,B06,sample,MTV,06/16/16,25,NA
oro163100,SB707,SB502,4.1,oro16,09,B07,sample,MTV,06/16/16,25,NA
oro163101,SB708,SB502,4.1,oro16,09,B08,sample,MTV,06/16/16,25,NA
oro163102,SB709,SB502,4.1,oro16,09,B09,sample,MTV,06/16/16,25,NA
oro163103,SB710,SB502,4.1,oro16,09,B10,sample,MTV,06/16/16,25,NA
oro163104,SB711,SB502,4.1,oro16,09,B11,sample,MTV,06/16/16,25,NA
oro163105,SB712,SB502,4.1,oro16,09,B12,sample,MTV,06/16/16,25,NA
oro163106,SB701,SB503,4.1,oro16,09,C01,sample,MTV,06/16/16,25,NA
oro163107,SB702,SB503,4.1,oro16,09,C02,sample,MTV,06/16/16,25,NA
oro163108,SB704,SB503,4.1,oro16,09,C04,sample,MTV,6/23/16,26,NA
oro163109,SB705,SB503,4.1,oro16,09,C05,sample,MTV,6/23/16,26,NA
oro163110,SB706,SB503,4.1,oro16,09,C06,sample,MTV,6/23/16,26,NA
oro163111,SB707,SB503,4.1,oro16,09,C07,sample,MTV,6/23/16,26,NA
oro163112,SB708,SB503,4.1,oro16,09,C08,sample,MTV,6/23/16,26,NA
oro163113,SB709,SB503,4.1,oro16,09,C09,sample,MTV,6/23/16,26,NA
oro163114,SB710,SB503,4.1,oro16,09,C10,sample,MTV,6/23/16,26,NA
oro163115,SB711,SB503,4.1,oro16,09,C11,sample,MTV,6/23/16,26,NA
oro163116,SB712,SB503,4.1,oro16,09,C12,sample,MTV,6/23/16,26,NA
oro163117,SB701,SB504,4.1,oro16,09,D01,sample,MTV,6/23/16,26,NA
oro163118,SB702,SB504,4.1,oro16,09,D02,sample,MTV,6/23/16,26,NA
oro163119,SB703,SB504,4.1,oro16,09,D03,sample,MTV,6/23/16,26,NA
oro163120,SB705,SB504,4.1,oro16,09,D05,sample,MTV,6/30/16,27,NA
oro163121,SB706,SB504,4.1,oro16,09,D06,sample,MTV,6/30/16,27,NA
oro163122,SB707,SB504,4.1,oro16,09,D07,sample,MTV,6/30/16,27,NA
oro163123,SB708,SB504,4.1,oro16,09,D08,sample,MTV,6/30/16,27,NA
oro163124,SB709,SB504,4.1,oro16,09,D09,sample,MTV,6/30/16,27,NA
oro163125,SB710,SB504,4.1,oro16,09,D10,sample,MTV,6/30/16,27,NA
oro163126,SB711,SB504,4.1,oro16,09,D11,sample,MTV,6/30/16,27,NA
oro163128,SB712,SB504,4.1,oro16,09,D12,sample,MTV,6/30/16,27,NA
oro163129,SB701,SB505,4.1,oro16,09,E01,sample,MTV,6/30/16,27,NA
oro163130,SB702,SB505,4.1,oro16,09,E02,sample,MTV,6/30/16,27,NA
oro163131,SB703,SB505,4.1,oro16,09,E03,sample,MTV,6/30/16,27,NA
oro163134,SA702,SB503,5.2,oro16,24,C02,sample,MTV,7/7/16,28,NA
oro163146,SA703,SB504,5.2,oro16,24,D03,sample,MTV,7/14/16,29,NA
oro163147,SA705,SB504,5.2,oro16,24,D05,sample,MTV,7/14/16,29,NA
oro163148,SA706,SB504,5.2,oro16,24,D06,sample,MTV,7/14/16,29,NA
oro163149,SA707,SB504,5.2,oro16,24,D07,sample,MTV,7/14/16,29,NA
oro163150,SA708,SB504,5.2,oro16,24,D08,sample,MTV,7/14/16,29,NA
oro163151mtv,SA709,SB504,5.2,oro16,24,D09,sample,MTV,7/14/16,29,NA
oro163152,SA710,SB504,5.2,oro16,24,D10,sample,MTV,7/14/16,29,NA
oro163153,SA711,SB504,5.2,oro16,24,D11,sample,MTV,7/14/16,29,NA
oro163154,SA712,SB504,5.2,oro16,24,D12,sample,MTV,7/14/16,29,NA
oro163157,SA703,SB505,5.2,oro16,24,E03,sample,MTV,7/14/16,29,NA
oro163158,SA704,SB505,5.2,oro16,24,E04,sample,MTV,7/21/16,30,NA
oro163159,SA706,SB505,5.2,oro16,24,E06,sample,MTV,7/21/16,30,NA
oro163163,SA710,SB505,5.2,oro16,24,E10,sample,MTV,7/21/16,30,NA
oro163164,SA711,SB505,5.2,oro16,24,E11,sample,MTV,7/21/16,30,NA
oro163165,SA712,SB505,5.2,oro16,24,E12,sample,MTV,7/21/16,30,NA
oro163166,SA701,SB506,5.2,oro16,24,F01,sample,MTV,7/21/16,30,NA
oro163167,SA702,SB506,5.2,oro16,24,F02,sample,MTV,7/21/16,30,NA
oro163169,SA704,SB506,5.2,oro16,24,F04,sample,MTV,7/21/16,30,NA
oro163170,SA705,SB506,5.2,oro16,24,F05,sample,MTV,7/28/16,31,NA
oro163171,SA707,SB506,5.2,oro16,24,F07,sample,MTV,7/28/16,31,NA
oro163174,SA710,SB506,5.2,oro16,24,F10,sample,MTV,7/28/16,31,NA
oro163175,SA711,SB506,5.2,oro16,24,F11,sample,MTV,7/28/16,31,NA
oro163177,SA701,SB507,5.2,oro16,24,G01,sample,MTV,7/28/16,31,NA
oro163179,SA703,SB507,5.2,oro16,24,G03,sample,MTV,7/28/16,31,NA
oro163180,SA704,SB507,5.2,oro16,24,G04,sample,MTV,7/28/16,31,NA
oro163181,SA705,SB507,5.2,oro16,24,G05,sample,MTV,7/28/16,31,NA
oro163192,SB711,SB503,7.1,oro16,34,C11,sample,MAS,10/4/16,41,NA
oro163196,SB705,SB504,7.1,oro16,34,D05,sample,MAS,10/14/16,42,NA
oro163202,SB701,SB504,7.1,oro16,34,D01,sample,MAS,10/14/16,42,NA
oro163204,SB712,SB502,7.1,oro16,34,B12,sample,MAS,10/4/16,41,NA
oro163206,SB703,SB506,7.1,oro16,34,F03,sample,MAS,9/22/16,39,NA
oro163207,SB711,SB505,7.1,oro16,34,E11,sample,MAS,9/22/16,39,NA
oro163208,SB703,SB504,7.1,oro16,34,D03,sample,MAS,10/14/16,42,NA
oro163209,SB707,SB504,7.1,oro16,34,D07,sample,MAS,10/14/16,42,NA
oro163213,SB712,SB505,7.1,oro16,34,E12,sample,MAS,9/22/16,39,NA
oro163214,SB703,SB505,7.1,oro16,34,E03,sample,MAS,9/10/16,37,NA
oro163215,SB701,SB505,7.1,oro16,34,E01,sample,MAS,9/10/16,37,NA
oro163217,SB705,SB506,7.1,oro16,34,F05,sample,MAS,9/22/16,39,NA
oro163218,SB708,SB506,7.1,oro16,34,F08,sample,MAS,9/22/16,39,NA
oro163221,SB712,SB504,7.1,oro16,34,D12,sample,MAS,9/10/16,37,NA
oro163222,SB710,SB504,7.1,oro16,34,D10,sample,MAS,9/10/16,37,NA
oro163225,SB701,SB506,7.1,oro16,34,F01,sample,MAS,9/22/16,39,NA
oro163226,SB708,SB505,7.1,oro16,34,E08,sample,MAS,9/10/16,37,NA
oro163227,SB702,SB505,7.1,oro16,34,E02,sample,MAS,9/10/16,37,NA
oro163228,SB708,SB504,7.1,oro16,34,D08,sample,MAS,9/10/16,37,NA
oro163230,SB702,SB506,7.1,oro16,34,F02,sample,MAS,9/22/16,39,NA
oro163232,SB706,SB505,7.1,oro16,34,E06,sample,MAS,9/10/16,37,NA
oro163233,SB711,SB504,7.1,oro16,34,D11,sample,MAS,9/10/16,37,NA
oro163234,SB708,SA506,7.1,oro16,33,F08,sample,HOP,9/26/16,40,NA
oro163235,SB709,SA506,7.1,oro16,33,F09,sample,HOP,9/26/16,40,NA
oro163236,SB710,SA506,7.1,oro16,33,F10,sample,HOP,9/26/16,40,NA
oro163237,SB711,SA506,7.1,oro16,33,F11,sample,HOP,9/26/16,40,NA
oro163238,SB712,SA506,7.1,oro16,33,F12,sample,HOP,9/26/16,40,NA
oro163239,SB701,SA507,7.1,oro16,33,G01,sample,HOP,9/26/16,40,NA
oro163240,SB702,SA507,7.1,oro16,33,G02,sample,HOP,9/26/16,40,NA
oro163241,SB703,SA507,7.1,oro16,33,G03,sample,HOP,9/26/16,40,NA
oro163242,SB704,SA507,7.1,oro16,33,G04,sample,HOP,9/26/16,40,NA
oro163243,SB705,SA507,7.1,oro16,33,G05,sample,HOP,9/26/16,40,NA
oro163244,SB706,SA507,7.1,oro16,33,G06,sample,HOP,9/29/16,40,NA
oro163245,SB708,SA507,7.1,oro16,33,G08,sample,HOP,9/29/16,40,NA
oro163247,SB710,SA507,7.1,oro16,33,G10,sample,HOP,10/3/16,41,NA
oro163251,SB702,SA508,7.1,oro16,33,H02,sample,HOP,10/3/16,41,NA
oro163253,SB704,SA508,7.1,oro16,33,H04,sample,HOP,10/3/16,41,NA
oro163257,SB709,SA508,7.1,oro16,33,H09,sample,HOP,10/3/16,41,NA
oro163261,SB702,SB501,7.1,oro16,34,A02,sample,HOP,10/9/16,41,NA
oro163264,SB705,SB501,7.1,oro16,34,A05,sample,HOP,10/9/16,41,NA
oro163265,SB706,SB501,7.1,oro16,34,A06,sample,HOP,10/9/16,41,NA
oro163266,SB707,SB501,7.1,oro16,34,A07,sample,HOP,10/9/16,41,NA
oro163267,SB708,SB501,7.1,oro16,34,A08,sample,HOP,10/9/16,41,NA
oro163269,SB710,SB501,7.1,oro16,34,A10,sample,HOP,10/9/16,41,NA
oro163271,SB712,SB501,7.1,oro16,34,A12,sample,HOP,10/17/16,43,NA
oro163272,SB701,SB502,7.1,oro16,34,B01,sample,HOP,10/17/16,43,NA
oro163275,SB705,SB502,7.1,oro16,34,B05,sample,HOP,10/17/16,43,NA
oro163276,SB706,SB502,7.1,oro16,34,B06,sample,HOP,10/17/16,43,NA
oro163279,SB709,SB502,7.1,oro16,34,B09,sample,HOP,10/17/16,43,NA
oro163280,SB710,SB502,7.1,oro16,34,B10,sample,HOP,10/17/16,43,NA
oro163390,SA702,SC501,7.1,oro16,32,A02,sample,ALS,7/1/16,27,NA
oro163391,SA703,SC501,7.1,oro16,32,A03,sample,ALS,7/1/16,27,NA
oro163392,SA704,SC501,7.1,oro16,32,A04,sample,ALS,7/1/16,27,NA
oro163393,SA705,SC501,7.1,oro16,32,A05,sample,ALS,7/1/16,27,NA
oro163395,SA707,SC501,7.1,oro16,32,A07,sample,ALS,7/1/16,27,NA
oro163396,SA708,SC501,7.1,oro16,32,A08,sample,ALS,7/5/16,28,NA
oro163397,SA709,SC501,7.1,oro16,32,A09,sample,ALS,7/5/16,28,NA
oro163398,SA710,SC501,7.1,oro16,32,A10,sample,ALS,7/5/16,28,NA
oro163399,SA711,SC501,7.1,oro16,32,A11,sample,ALS,7/5/16,28,NA
oro163401,SA701,SC502,7.1,oro16,32,B01,sample,ALS,7/5/16,28,NA
oro163402,SA703,SC502,7.1,oro16,32,B03,sample,ALS,7/7/16,28,NA
oro163403,SA704,SC502,7.1,oro16,32,B04,sample,ALS,7/7/16,28,NA
oro163406,SA707,SC502,7.1,oro16,32,B07,sample,ALS,7/7/16,28,NA
oro163409,SA710,SC502,7.1,oro16,32,B10,sample,ALS,7/14/16,29,NA
oro163410,SA711,SC502,7.1,oro16,32,B11,sample,ALS,7/16/16,29,NA
oro163412,SA701,SC503,7.1,oro16,32,C01,sample,ALS,7/16/16,29,NA
oro163413,SA702,SC503,7.1,oro16,32,C02,sample,ALS,7/16/16,29,NA
oro163414,SA704,SC503,7.1,oro16,32,C04,sample,ALS,7/16/16,29,NA
oro163415,SA705,SC503,7.1,oro16,32,C05,sample,ALS,7/16/16,29,NA
oro163416,SA706,SC503,7.1,oro16,32,C06,sample,ALS,7/16/16,29,NA
oro163417,SA707,SC503,7.1,oro16,32,C07,sample,ALS,7/16/16,29,NA
oro163420,SA710,SC503,7.1,oro16,32,C10,sample,ALS,7/16/16,29,NA
oro163421,SA711,SC503,7.1,oro16,32,C11,sample,ALS,7/16/16,29,NA
oro163423,SA701,SC504,7.1,oro16,32,D01,sample,ALS,7/23/16,30,NA
oro163424,SA702,SC504,7.1,oro16,32,D02,sample,ALS,7/23/16,30,NA
oro163425,SA703,SC504,7.1,oro16,32,D03,sample,ALS,7/23/16,30,NA
oro163426,SA705,SC504,7.1,oro16,32,D05,sample,ALS,7/23/16,30,NA
oro163427,SA706,SC504,7.1,oro16,32,D06,sample,ALS,7/23/16,30,NA
oro163428,SA707,SC504,7.1,oro16,32,D07,sample,ALS,7/23/16,30,NA
oro163430,SA709,SC504,7.1,oro16,32,D09,sample,ALS,7/23/16,30,NA
oro163432,SA711,SC504,7.1,oro16,32,D11,sample,ALS,7/23/16,30,NA
oro163433,SA712,SC504,7.1,oro16,32,D12,sample,ALS,7/31/16,31,NA
oro163434,SA701,SC505,7.1,oro16,32,E01,sample,ALS,7/31/16,31,NA
oro163435,SA702,SC505,7.1,oro16,32,E02,sample,ALS,7/31/16,31,NA
oro163436,SA703,SC505,7.1,oro16,32,E03,sample,ALS,7/31/16,31,NA
oro163437,SA704,SC505,7.1,oro16,32,E04,sample,ALS,7/31/16,31,NA
oro163438,SA706,SC505,7.1,oro16,32,E06,sample,ALS,7/31/16,31,NA
oro163439,SA707,SC505,7.1,oro16,32,E07,sample,ALS,8/4/16,32,NA
oro163440,SA708,SC505,7.1,oro16,32,E08,sample,ALS,8/4/16,32,NA
oro163442,SA710,SC505,7.1,oro16,32,E10,sample,ALS,8/4/16,32,NA
oro163443,SA711,SC505,7.1,oro16,32,E11,sample,ALS,8/4/16,32,NA
